"TimeOfEntry","departureAirport_city","departureAirport_iata","arrivalAirport_city","arrivalAirport_iata","arrivalTimeZulu","arrivalTimeLocal","arrivalTimeDayOfWeek","flightNumber"
"2024-09-13T04:15:59.037Z","Southampton","SOU","Amsterdam","AMS","2024-09-13T08:10:00.000Z","13/09/2024, 10:10:00",5,"KL1070"
"2024-09-13T04:15:59.037Z","Birmingham","BHX","Amsterdam","AMS","2024-09-13T08:15:00.000Z","13/09/2024, 10:15:00",5,"U27842"
"2024-09-13T04:15:59.043Z","Dubai","DWC","Amsterdam","AMS","2024-09-13T08:55:00.000Z","13/09/2024, 10:55:00",5,"CX65"
"2024-09-13T04:15:59.040Z","Stockholm","ARN","Amsterdam","AMS","2024-09-13T08:20:00.000Z","13/09/2024, 10:20:00",5,"SK1553"
"2024-09-13T04:15:59.042Z","New Delhi","DEL","Amsterdam","AMS","2024-09-13T07:40:00.000Z","13/09/2024, 09:40:00",5,"KL872"
"2024-09-13T04:15:59.040Z","Oslo","OSL","Amsterdam","AMS","2024-09-13T08:00:00.000Z","13/09/2024, 10:00:00",5,"SK821"
"2024-09-13T04:15:59.043Z","Madrid","MAD","Amsterdam","AMS","2024-09-13T07:40:00.000Z","13/09/2024, 09:40:00",5,"UX1091"
"2024-09-13T04:15:59.041Z","Atlanta","ATL","Amsterdam","AMS","2024-09-13T08:30:00.000Z","13/09/2024, 10:30:00",5,"DL74"
"2024-09-13T04:15:59.041Z","Prague","PRG","Amsterdam","AMS","2024-09-13T08:25:00.000Z","13/09/2024, 10:25:00",5,"KL1352"
"2024-09-13T04:15:59.043Z","Paris","CDG","Amsterdam","AMS","2024-09-13T08:00:00.000Z","13/09/2024, 10:00:00",5,"KL1402"
"2024-09-13T04:15:59.042Z","Francisco Sa Carneiro Int.","OPO","Amsterdam","AMS","2024-09-13T08:00:00.000Z","13/09/2024, 10:00:00",5,"KL1570"
"2024-09-13T04:16:15.594Z","London","LHR","Amsterdam","AMS","2024-09-13T08:45:00.000Z","13/09/2024, 10:45:00",5,"BA430"
"2024-09-13T04:16:15.597Z","Frankfurt am Main","FRA","Amsterdam","AMS","2024-09-13T08:35:00.000Z","13/09/2024, 10:35:00",5,"LH988"
"2024-09-13T04:16:15.596Z","Geneva","GVA","Amsterdam","AMS","2024-09-13T08:45:00.000Z","13/09/2024, 10:45:00",5,"KL1930"
"2024-09-13T04:16:15.599Z","Johannesburg","JNB","Amsterdam","AMS","2024-09-13T08:20:00.000Z","13/09/2024, 10:20:00",5,"KL592"
"2024-09-13T04:16:15.599Z","Paris","CDG","Amsterdam","AMS","2024-09-13T08:40:00.000Z","13/09/2024, 10:40:00",5,"AF1444"
"2024-09-13T04:16:15.600Z","Munich","MUC","Amsterdam","AMS","2024-09-13T08:35:00.000Z","13/09/2024, 10:35:00",5,"CL2302"
"2024-09-13T04:16:15.601Z","Boston","BOS","Amsterdam","AMS","2024-09-13T08:15:00.000Z","13/09/2024, 10:15:00",5,"B631"
"2024-09-13T04:16:15.602Z","Zagreb","ZAG","Amsterdam","AMS","2024-09-13T08:30:00.000Z","13/09/2024, 10:30:00",5,"OU450"
"2024-09-13T04:16:15.601Z","Cartagena","CTG","Amsterdam","AMS","2024-09-13T08:50:00.000Z","13/09/2024, 10:50:00",5,"KL749"
"2024-09-13T04:16:15.601Z","Berlin","BER","Amsterdam","AMS","2024-09-13T08:40:00.000Z","13/09/2024, 10:40:00",5,"KL1772"
"2024-09-13T04:16:15.597Z","Prague","PRG","Amsterdam","AMS","2024-09-13T08:55:00.000Z","13/09/2024, 10:55:00",5,"U27926"
"2024-09-13T04:16:15.603Z","Toronto","YYZ","Amsterdam","AMS","2024-09-13T08:20:00.000Z","13/09/2024, 10:20:00",5,"AC808"
"2024-09-13T04:16:15.604Z","Bucharest","OTP","Amsterdam","AMS","2024-09-13T08:40:00.000Z","13/09/2024, 10:40:00",5,"RO361"
"2024-09-13T04:16:15.603Z","Frankfurt am Main","FRA","Amsterdam","AMS","2024-09-13T08:25:00.000Z","13/09/2024, 10:25:00",5,"CX66"
"2024-09-13T04:16:15.602Z","Cape Town","CPT","Amsterdam","AMS","2024-09-13T08:45:00.000Z","13/09/2024, 10:45:00",5,"KL598"
"2024-09-13T04:16:31.681Z","Keflavik","KEF","Amsterdam","AMS","2024-09-13T09:15:00.000Z","13/09/2024, 11:15:00",5,"OG460"
"2024-09-13T04:16:31.680Z","Istanbul","SAW","Amsterdam","AMS","2024-09-13T09:15:00.000Z","13/09/2024, 11:15:00",5,"PC1251"
"2024-09-13T04:16:31.687Z","Zurich","ZRH","Amsterdam","AMS","2024-09-13T08:55:00.000Z","13/09/2024, 10:55:00",5,"KL1918"
"2024-09-13T04:16:31.683Z","New York","JFK","Amsterdam","AMS","2024-09-13T08:35:00.000Z","13/09/2024, 10:35:00",5,"KL644"
"2024-09-13T04:16:31.685Z","Athens","ATH","Amsterdam","AMS","2024-09-13T09:10:00.000Z","13/09/2024, 11:10:00",5,"A3624"
"2024-09-13T04:16:31.683Z","Bremen","BRE","Amsterdam","AMS","2024-09-13T09:05:00.000Z","13/09/2024, 11:05:00",5,"KL1762"
"2024-09-13T04:16:31.682Z","Erbil (Hewlêr)","EBL","Amsterdam","AMS","2024-09-13T09:00:00.000Z","13/09/2024, 11:00:00",5,"UD423"
"2024-09-13T04:16:31.682Z","Geneva","GVA","Amsterdam","AMS","2024-09-13T09:05:00.000Z","13/09/2024, 11:05:00",5,"U27866"
"2024-09-13T04:16:31.685Z","Houston","IAH","Amsterdam","AMS","2024-09-13T07:20:00.000Z","13/09/2024, 09:20:00",5,"UA20"
"2024-09-13T04:16:31.686Z","Milan","LIN","Amsterdam","AMS","2024-09-13T09:00:00.000Z","13/09/2024, 11:00:00",5,"AZ120"
"2024-09-13T04:16:31.685Z","London","LCY","Amsterdam","AMS","2024-09-13T09:00:00.000Z","13/09/2024, 11:00:00",5,"KL980"
"2024-09-13T04:16:31.687Z","Ljubljana","LJU","Amsterdam","AMS","2024-09-13T08:55:00.000Z","13/09/2024, 10:55:00",5,"HV6820"
"2024-09-13T04:16:31.686Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-13T09:00:00.000Z","13/09/2024, 11:00:00",5,"KL1268"
"2024-09-13T04:16:31.688Z","London","LHR","Amsterdam","AMS","2024-09-13T09:00:00.000Z","13/09/2024, 11:00:00",5,"KL1002"
"2024-09-13T04:16:31.686Z","Rome","FCO","Amsterdam","AMS","2024-09-13T09:00:00.000Z","13/09/2024, 11:00:00",5,"AZ108"
"2024-09-13T04:16:48.277Z","Brussels","BRU","Amsterdam","AMS","2024-09-13T09:20:00.000Z","13/09/2024, 11:20:00",5,"KL1704"
"2024-09-13T04:16:48.279Z","Istanbul","SAW","Amsterdam","AMS","2024-09-13T09:30:00.000Z","13/09/2024, 11:30:00",5,"TK1"
"2024-09-13T04:16:48.281Z","Billund","BLL","Amsterdam","AMS","2024-09-13T09:15:00.000Z","13/09/2024, 11:15:00",5,"KL1292"
"2024-09-13T04:16:48.282Z","Montreal","YUL","Amsterdam","AMS","2024-09-13T09:00:00.000Z","13/09/2024, 11:00:00",5,"AC900"
"2024-09-13T04:16:48.282Z","Madrid","MAD","Amsterdam","AMS","2024-09-13T09:20:00.000Z","13/09/2024, 11:20:00",5,"I23722"
"2024-09-13T04:16:48.283Z","Milan","MXP","Amsterdam","AMS","2024-09-13T09:20:00.000Z","13/09/2024, 11:20:00",5,"U27690"
"2024-09-13T04:16:48.284Z","Nuremberg","NUE","Amsterdam","AMS","2024-09-13T09:15:00.000Z","13/09/2024, 11:15:00",5,"ZQ1840"
"2024-09-13T04:16:48.284Z","Stuttgart","STR","Amsterdam","AMS","2024-09-13T09:10:00.000Z","13/09/2024, 11:10:00",5,"KL1828"
"2024-09-13T04:16:48.282Z","Bologna","BLQ","Amsterdam","AMS","2024-09-13T09:15:00.000Z","13/09/2024, 11:15:00",5,"KL1662"
"2024-09-13T04:16:48.280Z","Oslo","OSL","Amsterdam","AMS","2024-09-13T09:10:00.000Z","13/09/2024, 11:10:00",5,"KL1198"
"2024-09-13T04:16:48.285Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-13T09:20:00.000Z","13/09/2024, 11:20:00",5,"U27936"
"2024-09-13T04:16:48.285Z","Vienna","VIE","Amsterdam","AMS","2024-09-13T09:10:00.000Z","13/09/2024, 11:10:00",5,"KL1902"
"2024-09-13T04:16:48.280Z","Manchester","MAN","Amsterdam","AMS","2024-09-13T09:15:00.000Z","13/09/2024, 11:15:00",5,"KL1030"
"2024-09-13T04:16:48.284Z","Verona","VRN","Amsterdam","AMS","2024-09-13T09:15:00.000Z","13/09/2024, 11:15:00",5,"HV5466"
"2024-09-13T04:16:48.285Z","Barcelona","BCN","Amsterdam","AMS","2024-09-13T09:20:00.000Z","13/09/2024, 11:20:00",5,"HV5132"
"2024-09-13T04:17:04.192Z","Bristol","BRS","Amsterdam","AMS","2024-09-13T09:35:00.000Z","13/09/2024, 11:35:00",5,"KL1076"
"2024-09-13T04:17:04.195Z","London","LCY","Amsterdam","AMS","2024-09-13T09:25:00.000Z","13/09/2024, 11:25:00",5,"KL982"
"2024-09-13T04:17:04.194Z","Edinburgh","EDI","Amsterdam","AMS","2024-09-13T09:35:00.000Z","13/09/2024, 11:35:00",5,"KL924"
"2024-09-13T04:17:04.195Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-13T09:25:00.000Z","13/09/2024, 11:25:00",5,"WX1547"
"2024-09-13T04:17:04.199Z","Aalborg","AAL","Amsterdam","AMS","2024-09-13T09:35:00.000Z","13/09/2024, 11:35:00",5,"KL1284"
"2024-09-13T04:17:04.197Z","Frankfurt am Main","FRA","Amsterdam","AMS","2024-09-13T09:30:00.000Z","13/09/2024, 11:30:00",5,"KL1816"
"2024-09-13T04:17:04.196Z","Paris","CDG","Amsterdam","AMS","2024-09-13T09:30:00.000Z","13/09/2024, 11:30:00",5,"KL1406"
"2024-09-13T04:17:04.198Z","Istanbul","SAW","Amsterdam","AMS","2024-09-13T09:30:00.000Z","13/09/2024, 11:30:00",5,"B51"
"2024-09-13T04:17:04.196Z","Luxembourg","LUX","Amsterdam","AMS","2024-09-13T09:35:00.000Z","13/09/2024, 11:35:00",5,"KL1710"
"2024-09-13T04:17:04.199Z","Nice","NCE","Amsterdam","AMS","2024-09-13T09:30:00.000Z","13/09/2024, 11:30:00",5,"KL1474"
"2024-09-13T04:17:04.200Z","Toronto","YYZ","Amsterdam","AMS","2024-09-13T09:55:00.000Z","13/09/2024, 11:55:00",5,"KL696"
"2024-09-13T04:17:04.200Z","Birmingham","BHX","Amsterdam","AMS","2024-09-13T09:25:00.000Z","13/09/2024, 11:25:00",5,"KL1042"
"2024-09-13T04:17:04.200Z","Minneapolis","MSP","Amsterdam","AMS","2024-09-13T09:20:00.000Z","13/09/2024, 11:20:00",5,"DL162"
"2024-09-13T04:17:04.199Z","Bristol","BRS","Amsterdam","AMS","2024-09-13T09:40:00.000Z","13/09/2024, 11:40:00",5,"U25530"
"2024-09-13T04:17:04.201Z","Norwich","NWI","Amsterdam","AMS","2024-09-13T09:25:00.000Z","13/09/2024, 11:25:00",5,"KL1056"
"2024-09-13T04:17:20.327Z","Washington","IAD","Amsterdam","AMS","2024-09-13T05:35:00.000Z","13/09/2024, 07:35:00",5,"UA946"
"2024-09-13T04:17:20.326Z","Kingston upon Hull","HUY","Amsterdam","AMS","2024-09-13T09:50:00.000Z","13/09/2024, 11:50:00",5,"T3972"
"2024-09-13T04:17:20.328Z","Hanover","HAJ","Amsterdam","AMS","2024-09-13T09:50:00.000Z","13/09/2024, 11:50:00",5,"KL1788"
"2024-09-13T04:17:20.330Z","Stavanger","SVG","Amsterdam","AMS","2024-09-13T09:45:00.000Z","13/09/2024, 11:45:00",5,"KL1174"
"2024-09-13T04:17:20.327Z","San Francisco","SFO","Amsterdam","AMS","2024-09-13T08:20:00.000Z","13/09/2024, 10:20:00",5,"UA968"
"2024-09-13T04:17:20.328Z","Newcastle upon Tyne","NCL","Amsterdam","AMS","2024-09-13T09:50:00.000Z","13/09/2024, 11:50:00",5,"KL954"
"2024-09-13T04:17:20.328Z","Vienna","VIE","Amsterdam","AMS","2024-09-13T09:40:00.000Z","13/09/2024, 11:40:00",5,"OS379"
"2024-09-13T04:17:20.332Z","Willemstad","CUR","Amsterdam","AMS","2024-09-13T09:35:00.000Z","13/09/2024, 11:35:00",5,"KL736"
"2024-09-13T04:17:20.333Z","EuroAirport (Basel)","BSL","Amsterdam","AMS","2024-09-13T09:45:00.000Z","13/09/2024, 11:45:00",5,"ZQ1944"
"2024-09-13T04:17:20.332Z","London","LTN","Amsterdam","AMS","2024-09-13T09:45:00.000Z","13/09/2024, 11:45:00",5,"U22515"
"2024-09-13T04:17:20.330Z","Stockholm","ARN","Amsterdam","AMS","2024-09-13T09:35:00.000Z","13/09/2024, 11:35:00",5,"KL1216"
"2024-09-13T04:17:20.333Z","Dublin","DUB","Amsterdam","AMS","2024-09-13T09:35:00.000Z","13/09/2024, 11:35:00",5,"KL1136"
"2024-09-13T04:17:20.331Z","Aberdeen","ABZ","Amsterdam","AMS","2024-09-13T09:45:00.000Z","13/09/2024, 11:45:00",5,"ZQ912"
"2024-09-13T04:17:20.331Z","Glasgow","GLA","Amsterdam","AMS","2024-09-13T09:40:00.000Z","13/09/2024, 11:40:00",5,"KL936"
"2024-09-13T04:17:20.329Z","Los Angeles","LAX","Amsterdam","AMS","2024-09-13T10:10:00.000Z","13/09/2024, 12:10:00",5,"KL604"
"2024-09-13T04:17:36.390Z","Edinburgh","EDI","Amsterdam","AMS","2024-09-13T10:40:00.000Z","13/09/2024, 12:40:00",5,"U23301"
"2024-09-13T04:17:36.393Z","Kralendijk","BON","Amsterdam","AMS","2024-09-13T10:40:00.000Z","13/09/2024, 12:40:00",5,"KL765"
"2024-09-13T04:17:36.392Z","Nador","NDR","Amsterdam","AMS","2024-09-13T10:20:00.000Z","13/09/2024, 12:20:00",5,"3O121"
"2024-09-13T04:17:36.393Z","Detroit","DTW","Amsterdam","AMS","2024-09-13T10:20:00.000Z","13/09/2024, 12:20:00",5,"DL136"
"2024-09-13T04:17:36.394Z","London","LHR","Amsterdam","AMS","2024-09-13T10:20:00.000Z","13/09/2024, 12:20:00",5,"KL1004"
"2024-09-13T04:17:36.395Z","Berlin","BER","Amsterdam","AMS","2024-09-13T10:10:00.000Z","13/09/2024, 12:10:00",5,"ZQ1774"
"2024-09-13T04:17:36.394Z","West Yorkshire","LBA","Amsterdam","AMS","2024-09-13T10:15:00.000Z","13/09/2024, 12:15:00",5,"ZQ1020"
"2024-09-13T04:17:36.395Z","Naples","NAP","Amsterdam","AMS","2024-09-13T10:05:00.000Z","13/09/2024, 12:05:00",5,"HV6410"
"2024-09-13T04:17:36.396Z","Tees Valley","MME","Amsterdam","AMS","2024-09-13T10:10:00.000Z","13/09/2024, 12:10:00",5,"T3964"
"2024-09-13T04:17:36.396Z","Jeddah","JED","Amsterdam","AMS","2024-09-13T10:20:00.000Z","13/09/2024, 12:20:00",5,"SV933"
"2024-09-13T04:17:36.398Z","Las Vegas","LAS","Amsterdam","AMS","2024-09-13T09:15:00.000Z","13/09/2024, 11:15:00",5,"KL636"
"2024-09-13T04:17:36.398Z","Minneapolis","MSP","Amsterdam","AMS","2024-09-13T10:35:00.000Z","13/09/2024, 12:35:00",5,"DL164"
"2024-09-13T04:17:36.398Z","Bari","BRI","Amsterdam","AMS","2024-09-13T10:00:00.000Z","13/09/2024, 12:00:00",5,"HV5822"
"2024-09-13T04:17:36.399Z","London","LCY","Amsterdam","AMS","2024-09-13T10:05:00.000Z","13/09/2024, 12:05:00",5,"KL984"
"2024-09-13T04:17:36.397Z","Cardiff","CWL","Amsterdam","AMS","2024-09-13T10:00:00.000Z","13/09/2024, 12:00:00",5,"KL1088"
"2024-09-13T04:17:52.960Z","Warsaw","WAW","Amsterdam","AMS","2024-09-13T10:40:00.000Z","13/09/2024, 12:40:00",5,"LO263"
"2024-09-13T04:17:52.972Z","Faro / Algarve Int. Faro","FAO","Amsterdam","AMS","2024-09-13T10:50:00.000Z","13/09/2024, 12:50:00",5,"HV5356"
"2024-09-13T04:17:52.973Z","Atlanta","ATL","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"KL622"
"2024-09-13T04:17:52.959Z","Rome","FCO","Amsterdam","AMS","2024-09-13T10:50:00.000Z","13/09/2024, 12:50:00",5,"KL1602"
"2024-09-13T04:17:52.962Z","Bergen","BGO","Amsterdam","AMS","2024-09-13T10:30:00.000Z","13/09/2024, 12:30:00",5,"KL1164"
"2024-09-13T04:17:52.963Z","Miami","MIA","Amsterdam","AMS","2024-09-13T10:35:00.000Z","13/09/2024, 12:35:00",5,"5Y8209"
"2024-09-13T04:17:52.963Z","Guayaquil","GYE","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"KL751"
"2024-09-13T04:17:52.963Z","Keflavik","KEF","Amsterdam","AMS","2024-09-13T10:55:00.000Z","13/09/2024, 12:55:00",5,"FI500"
"2024-09-13T04:17:52.964Z","Milan","LIN","Amsterdam","AMS","2024-09-13T10:40:00.000Z","13/09/2024, 12:40:00",5,"KL1614"
"2024-09-13T04:17:52.961Z","Panama City","PTY","Amsterdam","AMS","2024-09-13T10:10:00.000Z","13/09/2024, 12:10:00",5,"KL758"
"2024-09-13T04:17:52.960Z","Barcelona","BCN","Amsterdam","AMS","2024-09-13T10:40:00.000Z","13/09/2024, 12:40:00",5,"VY8309"
"2024-09-13T04:17:52.961Z","Dublin","DUB","Amsterdam","AMS","2024-09-13T10:35:00.000Z","13/09/2024, 12:35:00",5,"EI604"
"2024-09-13T04:17:52.959Z","Alicante / Benidorm / Costa Blanca","ALC","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"VY1377"
"2024-09-13T04:17:52.962Z","Seattle","SEA","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"DL144"
"2024-09-13T04:17:52.965Z","Stuttgart","STR","Amsterdam","AMS","2024-09-13T10:30:00.000Z","13/09/2024, 12:30:00",5,"KL1830"
"2024-09-13T04:18:08.864Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-13T11:15:00.000Z","13/09/2024, 13:15:00",5,"KL1270"
"2024-09-13T04:18:08.865Z","Lisbon","LIS","Amsterdam","AMS","2024-09-13T11:05:00.000Z","13/09/2024, 13:05:00",5,"TP668"
"2024-09-13T04:18:08.867Z","Istanbul","IST","Amsterdam","AMS","2024-09-13T11:15:00.000Z","13/09/2024, 13:15:00",5,"TK1957"
"2024-09-13T04:18:08.871Z","Prague","PRG","Amsterdam","AMS","2024-09-13T10:45:00.000Z","13/09/2024, 12:45:00",5,"KL1354"
"2024-09-13T04:18:08.869Z","Sevilla","SVQ","Amsterdam","AMS","2024-09-13T11:15:00.000Z","13/09/2024, 13:15:00",5,"HV6728"
"2024-09-13T04:18:08.872Z","Paris","CDG","Amsterdam","AMS","2024-09-13T11:10:00.000Z","13/09/2024, 13:10:00",5,"AF1640"
"2024-09-13T04:18:08.868Z","London","LGW","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"A02542"
"2024-09-13T04:18:08.870Z","Madrid","MAD","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"KL1502"
"2024-09-13T04:18:08.872Z","Frankfurt am Main","FRA","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"KL1818"
"2024-09-13T04:18:08.872Z","Kristiansand","KRS","Amsterdam","AMS","2024-09-13T11:15:00.000Z","13/09/2024, 13:15:00",5,"KL1186"
"2024-09-13T04:18:08.868Z","Aberdeen","ABZ","Amsterdam","AMS","2024-09-13T11:05:00.000Z","13/09/2024, 13:05:00",5,"KL914"
"2024-09-13T04:18:08.867Z","Dublin","DUB","Amsterdam","AMS","2024-09-13T11:20:00.000Z","13/09/2024, 13:20:00",5,"FR3006"
"2024-09-13T04:18:08.866Z","Manises","VLC","Amsterdam","AMS","2024-09-13T11:15:00.000Z","13/09/2024, 13:15:00",5,"VY8353"
"2024-09-13T04:18:08.869Z","Oslo","OSL","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"DY1256"
"2024-09-13T04:18:08.870Z","Billund","BLL","Amsterdam","AMS","2024-09-13T11:00:00.000Z","13/09/2024, 13:00:00",5,"KL1294"
"2024-09-13T04:18:26.029Z","Stavanger","SVG","Amsterdam","AMS","2024-09-13T11:35:00.000Z","13/09/2024, 13:35:00",5,"KL1176"
"2024-09-13T04:18:26.031Z","Dubai","DXB","Amsterdam","AMS","2024-09-13T11:15:00.000Z","13/09/2024, 13:15:00",5,"EK147"
"2024-09-13T04:18:26.032Z","Berlin","BER","Amsterdam","AMS","2024-09-13T11:35:00.000Z","13/09/2024, 13:35:00",5,"KL1776"
"2024-09-13T04:18:26.033Z","Blagnac","TLS","Amsterdam","AMS","2024-09-13T11:30:00.000Z","13/09/2024, 13:30:00",5,"KL1450"
"2024-09-13T04:18:26.034Z",,"CFU","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"U27914"
"2024-09-13T04:18:26.035Z","Stockholm","ARN","Amsterdam","AMS","2024-09-13T11:30:00.000Z","13/09/2024, 13:30:00",5,"KL1218"
"2024-09-13T04:18:26.035Z","Dusseldorf","DUS","Amsterdam","AMS","2024-09-13T11:25:00.000Z","13/09/2024, 13:25:00",5,"KL1800"
"2024-09-13T04:18:26.036Z","Munich","MUC","Amsterdam","AMS","2024-09-13T11:25:00.000Z","13/09/2024, 13:25:00",5,"KL1852"
"2024-09-13T04:18:26.034Z","Manchester","MAN","Amsterdam","AMS","2024-09-13T11:35:00.000Z","13/09/2024, 13:35:00",5,"U22163"
"2024-09-13T04:18:26.035Z","Santorini (Thira)","JTR","Amsterdam","AMS","2024-09-13T11:35:00.000Z","13/09/2024, 13:35:00",5,"HV6892"
"2024-09-13T04:18:26.038Z","Zurich","ZRH","Amsterdam","AMS","2024-09-13T11:30:00.000Z","13/09/2024, 13:30:00",5,"KL1920"
"2024-09-13T04:18:26.038Z","Barcelona","BCN","Amsterdam","AMS","2024-09-13T11:30:00.000Z","13/09/2024, 13:30:00",5,"KL1512"
"2024-09-13T04:18:26.037Z","Oslo","OSL","Amsterdam","AMS","2024-09-13T11:35:00.000Z","13/09/2024, 13:35:00",5,"KL1200"
"2024-09-13T04:18:26.038Z","Milan","MXP","Amsterdam","AMS","2024-09-13T11:10:00.000Z","13/09/2024, 13:10:00",5,"U23853"
"2024-09-13T04:18:26.039Z","Manchester","MAN","Amsterdam","AMS","2024-09-13T11:25:00.000Z","13/09/2024, 13:25:00",5,"KL1032"
"2024-09-13T04:18:42.586Z","Frankfurt am Main","FRA","Amsterdam","AMS","2024-09-13T11:50:00.000Z","13/09/2024, 13:50:00",5,"LH992"
"2024-09-13T04:18:42.588Z","Linköping","LPI","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"KL1244"
"2024-09-13T04:18:42.587Z","Luqa","MLA","Amsterdam","AMS","2024-09-13T11:45:00.000Z","13/09/2024, 13:45:00",5,"U27974"
"2024-09-13T04:18:42.592Z","Francisco Sa Carneiro Int.","OPO","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"HV6006"
"2024-09-13T04:18:42.591Z","Doha","DOH","Amsterdam","AMS","2024-09-13T11:55:00.000Z","13/09/2024, 13:55:00",5,"QR273"
"2024-09-13T04:18:42.590Z","Bordeaux/Merignac","BOD","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"KL1442"
"2024-09-13T04:18:42.590Z","Malaga","AGP","Amsterdam","AMS","2024-09-13T11:45:00.000Z","13/09/2024, 13:45:00",5,"HV6116"
"2024-09-13T04:18:42.589Z","Balice","KRK","Amsterdam","AMS","2024-09-13T11:45:00.000Z","13/09/2024, 13:45:00",5,"KL1324"
"2024-09-13T04:18:42.589Z","Gdansk","GDN","Amsterdam","AMS","2024-09-13T11:45:00.000Z","13/09/2024, 13:45:00",5,"KL1304"
"2024-09-13T04:18:42.591Z","Keflavik","KEF","Amsterdam","AMS","2024-09-13T11:45:00.000Z","13/09/2024, 13:45:00",5,"HV6888"
"2024-09-13T04:18:42.592Z","Turin (Torino)","TRN","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"KL1640"
"2024-09-13T04:18:42.591Z","Hamburg","HAM","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"KL1754"
"2024-09-13T04:18:42.593Z","Paris","CDG","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"AF1740"
"2024-09-13T04:18:42.594Z","Venice (Venezia)","VCE","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"KL1630"
"2024-09-13T04:18:42.594Z","Saint Exupery","LYS","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"KL1432"
"2024-09-13T04:18:58.225Z","Malaga","AGP","Amsterdam","AMS","2024-09-13T12:10:00.000Z","13/09/2024, 14:10:00",5,"VY8365"
"2024-09-13T04:18:58.229Z","Zurich","ZRH","Amsterdam","AMS","2024-09-13T12:10:00.000Z","13/09/2024, 14:10:00",5,"LX728"
"2024-09-13T04:18:58.229Z","London","STN","Amsterdam","AMS","2024-09-13T12:15:00.000Z","13/09/2024, 14:15:00",5,"U27840"
"2024-09-13T04:18:58.229Z","Copenhagen","CPH","Amsterdam","AMS","2024-09-13T12:10:00.000Z","13/09/2024, 14:10:00",5,"SK547"
"2024-09-13T04:18:58.228Z","Dubai","DWC","Amsterdam","AMS","2024-09-13T12:30:00.000Z","13/09/2024, 14:30:00",5,"EK9993"
"2024-09-13T04:18:58.230Z","London","LHR","Amsterdam","AMS","2024-09-13T12:05:00.000Z","13/09/2024, 14:05:00",5,"KL1006"
"2024-09-13T04:18:58.232Z","Dublin","DUB","Amsterdam","AMS","2024-09-13T11:50:00.000Z","13/09/2024, 13:50:00",5,"KL1138"
"2024-09-13T04:18:58.231Z","Edinburgh","EDI","Amsterdam","AMS","2024-09-13T11:50:00.000Z","13/09/2024, 13:50:00",5,"KL926"
"2024-09-13T04:18:58.231Z","Bilbao / Bilbo","BIO","Amsterdam","AMS","2024-09-13T12:00:00.000Z","13/09/2024, 14:00:00",5,"KL1526"
"2024-09-13T04:18:58.232Z","London","LHR","Amsterdam","AMS","2024-09-13T12:00:00.000Z","13/09/2024, 14:00:00",5,"BA434"
"2024-09-13T04:18:58.232Z","Thessaloniki","SKG","Amsterdam","AMS","2024-09-13T12:00:00.000Z","13/09/2024, 14:00:00",5,"HV5808"
"2024-09-13T04:18:58.234Z","Kefalonia (Kefallinia","EFL","Amsterdam","AMS","2024-09-13T11:55:00.000Z","13/09/2024, 13:55:00",5,"HV6564"
"2024-09-13T04:18:58.234Z","Cairo","CAI","Amsterdam","AMS","2024-09-13T11:55:00.000Z","13/09/2024, 13:55:00",5,"MS757"
"2024-09-13T04:18:58.231Z","London","LGW","Amsterdam","AMS","2024-09-13T12:10:00.000Z","13/09/2024, 14:10:00",5,"U28676"
"2024-09-13T04:18:58.234Z","Budapest","BUD","Amsterdam","AMS","2024-09-13T11:40:00.000Z","13/09/2024, 13:40:00",5,"KL1364"
"2024-09-13T04:19:14.786Z","Paphos","PFO","Amsterdam","AMS","2024-09-13T12:50:00.000Z","13/09/2024, 14:50:00",5,"HV5520"
